114	29	48	0	1	0	0	1	1	98.45360824742268	
115	25	48	4	1	0	0	1	0	96.90721649484536	
116	29	49	0	0	0	0	0	0	100.0	
116	28	47	1	2	0	0	0	0	98.45360824742268	
115	29	49	0	0	0	0	0	1	99.48453608247422	
116	28	47	1	2	0	0	0	0	98.45360824742268	
116	29	49	0	0	0	0	0	0	100.0	
116	29	48	0	1	0	0	0	0	99.48453608247422	
116	29	48	0	1	0	0	0	0	99.48453608247422	
116	28	49	1	0	0	0	0	0	99.48453608247422	
115	29	49	0	0	0	0	0	1	99.48453608247422	
114	29	48	0	1	0	0	1	1	98.45360824742268	
115	29	49	0	0	0	0	1	0	99.48453608247422	
116	28	49	1	0	0	0	0	0	99.48453608247422	
116	29	49	0	0	0	0	0	0	100.0	
116	29	48	0	1	0	0	0	0	99.48453608247422	
116	28	49	1	0	0	0	0	0	99.48453608247422	
116	28	46	1	3	0	0	0	0	97.9381443298969	
114	28	48	0	0	1	1	2	0	97.9381443298969	
116	27	47	2	2	0	0	0	0	97.9381443298969	
114	26	49	3	0	0	0	0	2	97.42268041237114	
116	29	49	0	0	0	0	0	0	100.0	
115	29	49	0	0	0	0	1	0	99.48453608247422	
116	28	49	1	0	0	0	0	0	99.48453608247422	
116	28	47	1	2	0	0	0	0	98.45360824742268	
116	28	49	1	0	0	0	0	0	99.48453608247422	
116	28	47	1	2	0	0	0	0	98.45360824742268	
116	27	49	2	0	0	0	0	0	98.96907216494846	
116	28	49	1	0	0	0	0	0	99.48453608247422	
115	28	49	1	0	0	0	1	0	98.96907216494846	
