98	72	44	1	1	0	0	0	0	99.07407407407408	
98	72	45	1	0	0	0	0	0	99.53703703703704	
98	72	45	1	0	0	0	0	0	99.53703703703704	
98	73	43	0	2	0	0	0	0	99.07407407407408	
97	73	43	0	2	0	0	1	0	98.61111111111111	
98	73	45	0	0	0	0	0	0	100.0	
98	70	42	3	3	0	0	0	0	97.22222222222223	
98	72	44	1	1	0	0	0	0	99.07407407407408	
98	73	44	0	1	0	0	0	0	99.53703703703704	
97	70	42	3	3	0	0	1	0	96.75925925925925	
98	72	45	1	0	0	0	0	0	99.53703703703704	
98	72	44	1	1	0	0	0	0	99.07407407407408	
98	73	45	0	0	0	0	0	0	100.0	
98	63	41	10	4	0	0	0	0	93.51851851851852	
98	70	41	3	4	0	0	0	0	96.75925925925925	
98	69	41	4	4	0	0	0	0	96.29629629629629	
98	73	44	0	1	0	0	0	0	99.53703703703704	
97	70	43	3	2	0	0	1	0	97.22222222222223	
98	59	40	14	5	0	0	0	0	91.20370370370371	
98	72	44	1	1	0	0	0	0	99.07407407407408	
97	71	42	2	3	0	0	0	1	97.22222222222223	
97	72	44	1	0	1	0	0	1	98.61111111111111	
98	73	44	0	1	0	0	0	0	99.53703703703704	
98	73	44	0	1	0	0	0	0	99.53703703703704	
98	72	44	1	1	0	0	0	0	99.07407407407408	
98	72	43	1	2	0	0	0	0	98.61111111111111	
98	71	44	2	1	0	0	0	0	98.61111111111111	
98	70	42	3	3	0	0	0	0	97.22222222222223	
98	72	45	1	0	0	0	0	0	99.53703703703704	
98	72	44	1	1	0	0	0	0	99.07407407407408	
