23	18	6	0	1	0	0	0	0	97.91666666666667	
23	16	5	2	2	0	0	0	0	91.66666666666667	
23	15	5	3	2	0	0	0	0	89.58333333333333	
23	15	7	2	0	0	1	0	0	93.75	
23	12	4	6	3	0	0	0	0	81.25	
23	16	7	2	0	0	0	0	0	95.83333333333333	
23	18	6	0	1	0	0	0	0	97.91666666666667	
23	18	6	0	1	0	0	0	0	97.91666666666667	
22	18	7	0	0	0	0	1	0	97.91666666666667	
23	18	6	0	1	0	0	0	0	97.91666666666667	
23	16	6	2	1	0	0	0	0	93.75	
22	16	5	2	2	0	0	0	1	89.58333333333333	
23	16	5	2	2	0	0	0	0	91.66666666666667	
23	11	4	7	3	0	0	0	0	79.16666666666667	
23	14	5	4	2	0	0	0	0	87.5	
23	11	5	7	2	0	0	0	0	81.25	
23	16	6	2	1	0	0	0	0	93.75	
23	13	4	5	3	0	0	0	0	83.33333333333333	
23	15	3	3	4	0	0	0	0	85.41666666666667	
23	16	5	2	1	1	0	0	0	91.66666666666667	
23	18	7	0	0	0	0	0	0	100.0	
23	13	4	5	3	0	0	0	0	83.33333333333333	
22	18	7	0	0	0	0	0	1	97.91666666666667	
23	16	5	2	2	0	0	0	0	91.66666666666667	
23	18	5	0	2	0	0	0	0	95.83333333333333	
23	16	7	2	0	0	0	0	0	95.83333333333333	
23	17	6	1	1	0	0	0	0	95.83333333333333	
23	18	7	0	0	0	0	0	0	100.0	
23	18	7	0	0	0	0	0	0	100.0	
23	18	6	0	1	0	0	0	0	97.91666666666667	
