62	6	17	0	0	0	1	0	0	98.83720930232558	
62	7	17	0	0	0	0	0	0	100.0	
62	6	16	1	1	0	0	0	0	97.67441860465117	
62	7	17	0	0	0	0	0	0	100.0	
62	6	15	1	2	0	0	0	0	96.51162790697674	
62	7	17	0	0	0	0	0	0	100.0	
62	6	15	1	2	0	0	0	0	96.51162790697674	
62	6	17	1	0	0	0	0	0	98.83720930232558	
62	6	17	1	0	0	0	0	0	98.83720930232558	
62	5	15	2	2	0	0	0	0	95.34883720930233	
62	6	16	1	1	0	0	0	0	97.67441860465117	
62	4	15	3	2	0	0	0	0	94.18604651162791	
62	6	17	1	0	0	0	0	0	98.83720930232558	
62	6	16	1	1	0	0	0	0	97.67441860465117	
62	6	17	1	0	0	0	0	0	98.83720930232558	
62	5	15	2	2	0	0	0	0	95.34883720930233	
62	7	17	0	0	0	0	0	0	100.0	
62	6	14	1	3	0	0	0	0	95.34883720930233	
62	6	16	1	1	0	0	0	0	97.67441860465117	
62	5	16	2	1	0	0	0	0	96.51162790697674	
62	5	16	2	1	0	0	0	0	96.51162790697674	
62	6	17	1	0	0	0	0	0	98.83720930232558	
61	5	14	2	3	0	0	1	0	93.02325581395348	
61	7	17	0	0	0	0	1	0	98.83720930232558	
62	6	17	1	0	0	0	0	0	98.83720930232558	
62	7	16	0	1	0	0	0	0	98.83720930232558	
62	5	16	1	1	0	1	0	0	96.51162790697674	
61	6	15	1	2	0	0	0	1	95.34883720930233	
62	6	14	1	3	0	0	0	0	95.34883720930233	
62	5	10	2	7	0	0	0	0	89.53488372093024	
